Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,FIPS,percent_test_results_reported_positive_last_7_days,community_transmission_level,Distributed,Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
Westmoreland,2021-11-20,141.0,227.6,49724.0,348899.0,40.4,65.2,14251.7,42129.0,13.95,high,23441785,18994877,10706906,83.6,7934058,62.0,950844.0,12.0
Wyoming,2021-11-20,16.0,14.0,3062.0,26794.0,59.7,52.3,11427.9,42131.0,17.75,high,23441785,18994877,10706906,83.6,7934058,62.0,950844.0,12.0
York,2021-11-20,245.0,241.6,68262.0,449058.0,54.6,53.8,15201.2,42133.0,15.77,high,23441785,18994877,10706906,83.6,7934058,62.0,950844.0,12.0
Adams,2021-09-24,46.0,45.4,11844.0,103009.0,44.7,44.1,11498.0,42001.0,13.21,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Allegheny,2021-09-24,428.0,389.9,120097.0,1216045.0,35.2,32.1,9876.0,42003.0,6.49,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Armstrong,2021-09-24,53.0,43.6,7471.0,64735.0,81.9,67.3,11540.9,42005.0,17.38,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Beaver,2021-09-24,88.0,105.1,19303.0,163929.0,53.7,64.1,11775.2,42007.0,11.08,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Bedford,2021-09-24,50.0,39.7,5867.0,47888.0,104.4,82.9,12251.5,42009.0,16.45,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Berks,2021-09-24,158.0,132.7,54590.0,421164.0,37.5,31.5,12961.7,42011.0,9.49,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Blair,2021-09-24,78.0,56.0,15359.0,121829.0,64.0,46.0,12607.0,42013.0,8.12,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Bradford,2021-09-24,27.0,24.3,6860.0,60323.0,44.8,40.3,11372.1,42015.0,13.02,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Bucks,2021-09-24,192.0,150.4,68821.0,628270.0,30.6,23.9,10954.0,42017.0,6.6,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Butler,2021-09-24,67.0,103.3,21946.0,187853.0,35.7,55.0,11682.5,42019.0,11.36,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Cambria,2021-09-24,79.0,73.7,17169.0,130192.0,60.7,56.6,13187.4,42021.0,10.24,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Cameron,2021-09-24,4.0,4.6,407.0,4447.0,89.9,102.8,9152.2,42023.0,23.16,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Carbon,2021-09-24,52.0,40.0,7735.0,64182.0,81.0,62.3,12051.7,42025.0,11.82,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Centre,2021-09-24,99.0,61.3,19474.0,162385.0,61.0,37.7,11992.5,42027.0,8.34,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Chester,2021-09-24,151.0,123.1,47261.0,524989.0,28.8,23.5,9002.3,42029.0,6.25,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Clarion,2021-09-24,32.0,29.3,3932.0,38438.0,83.3,76.2,10229.5,42031.0,13.89,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Clearfield,2021-09-24,48.0,34.3,10104.0,79255.0,60.6,43.3,12748.7,42033.0,6.02,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Clinton,2021-09-24,34.0,21.0,4303.0,38632.0,88.0,54.4,11138.4,42035.0,9.78,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Columbia,2021-09-24,27.0,26.9,6963.0,64964.0,41.6,41.3,10718.2,42037.0,13.28,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Crawford,2021-09-24,49.0,53.4,9419.0,84629.0,57.9,63.1,11129.8,42039.0,29.85,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Cumberland,2021-09-24,190.0,109.7,25079.0,253370.0,75.0,43.3,9898.2,42041.0,10.28,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Dauphin,2021-09-24,189.0,116.3,31339.0,278299.0,67.9,41.8,11260.9,42043.0,13.39,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Delaware,2021-09-24,118.0,101.9,59079.0,566747.0,20.8,18.0,10424.2,42045.0,5.01,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Elk,2021-09-24,30.0,16.1,3546.0,29910.0,100.3,54.0,11855.6,42047.0,15.04,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Erie,2021-09-24,138.0,116.1,25179.0,269728.0,51.2,43.1,9335.0,42049.0,11.01,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Fayette,2021-09-24,50.0,62.3,15560.0,129274.0,38.7,48.2,12036.4,42051.0,8.64,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Forest,2021-09-24,4.0,2.3,1510.0,7247.0,55.2,31.5,20836.2,42053.0,5.16,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Franklin,2021-09-24,87.0,94.7,19426.0,155027.0,56.1,61.1,12530.7,42055.0,16.09,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Fulton,2021-09-24,14.0,14.7,1877.0,14530.0,96.4,101.3,12918.1,42057.0,12.18,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Greene,2021-09-24,39.0,26.7,4201.0,36233.0,107.6,73.7,11594.4,42059.0,6.55,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Huntingdon,2021-09-24,30.0,23.9,6136.0,45144.0,66.5,52.8,13592.1,42061.0,9.39,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Indiana,2021-09-24,47.0,42.0,7885.0,84073.0,55.9,50.0,9378.8,42063.0,10.4,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Jefferson,2021-09-24,35.0,21.6,4070.0,43425.0,80.6,49.7,9372.5,42065.0,11.78,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Juniata,2021-09-24,13.0,12.6,2588.0,24763.0,52.5,50.8,10451.1,42067.0,11.78,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
Lackawanna,2021-09-24,78.0,64.7,21056.0,209674.0,37.2,30.9,10042.3,42069.0,7.44,high,19128845,16038687,9194768,71.8,7350438,57.4,0.0,0.0
