"FIPS","Jurisdiction","seven_day_avg_cases","Population","New_Case_Rate","seven_day_avg_case_rate","Cumulative_Case_Rate","county_name","Cases_Per_100k","percent_tested_positive","transmission_level","TotalScore","MaxScore","HHAScore","PoveryPer","LIA_Score","Rural","Rural_Score","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Recip_5Plus","Administered_Dose1_Recip_5PlusPop_Pct","Administered_Dose1_Recip_12Plus","Administered_Dose1_Recip_12PlusPop_Pct","Administered_Dose1_Recip_18Plus","Administered_Dose1_Recip_18PlusPop_Pct","Administered_Dose1_Recip_65Plus","Administered_Dose1_Recip_65PlusPop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Series_Complete_5Plus","Series_Complete_5PlusPop_Pct","Series_Complete_12Plus","Series_Complete_12PlusPop_Pct","Series_Complete_18Plus","Series_Complete_18PlusPop_Pct","Series_Complete_65Plus","Series_Complete_65PlusPop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Booster_Doses_12Plus","Booster_Doses_12Plus_Vax_Pct","Booster_Doses_18Plus","Booster_Doses_18Plus_Vax_Pct","Booster_Doses_50Plus","Booster_Doses_50Plus_Vax_Pct","Booster_Doses_65Plus","Booster_Doses_65Plus_Vax_Pct","Series_Complete_Pop_Pct_SVI","Series_Complete_5PlusPop_Pct_SVI","Series_Complete_12PlusPop_Pct_SVI","Series_Complete_18PlusPop_Pct_SVI","Series_Complete_65PlusPop_Pct_SVI","Series_Complete_Pop_Pct_UR_Equity","Series_Complete_5PlusPop_Pct_UR_Equity","Series_Complete_12PlusPop_Pct_UR_Equity","Series_Complete_18PlusPop_Pct_UR_Equity","Series_Complete_65PlusPop_Pct_UR_Equity"
"42097","Northumberland",30.4966487935657,90843,33.2665338645418,33.569436997319,25055.3,"Northumberland County",354.518934010152,16.0874885844749,3.82648401826484,30,20.6666666666667,15,0.155470833333333,15,0.0416666666666667,0.208333333333333,94.7,61216,59049,68.6,60788,76.6,58381,79.9,21230,99.9,52153,57.4,52153,60.5,51478,64.9,49438,67.6,17575,88.7,25995,49.8,25995,50.8,25532,52.2,63.5,63.5,11783,71.9,12,12,12,12,12,8,8,12,8,8
"42099","Perry",11.8101876675603,46272,25.2942895086321,25.5227882037534,19043.9,"Perry County",331.502374429224,18.4269406392694,3.80365296803653,27,21.1,15,0.09595,7,0.8,4,94.7,29682,26615,61,29548,74.2,28479,78.2,11499,100,22448,48.5,22401,51.3,22446,56.4,21591,59.3,8087,91.8,9507,42.4,9505,43.2,9337,44.4,53,53,4405,60.8,3,4,4,4,4,3,4,4,4,4
"42101","Philadelphia",411.727613941019,1584064,25.7633466135458,25.9912868632708,19399.3,"Philadelphia County",179.877286432161,8.57767123287671,3.75799086757991,30,30,15,0.244520744680851,15,0,0,94.7,1496637,1495614,95,1437091,95,1343475,95.7,264082,99.9,1085601,68.5,1085234,73.2,1044578,77.6,977915,78.7,200984,90.7,319148,29.4,319053,30.5,310922,31.8,41.7,41.7,98177,48.8,16,16,16,16,16,4,4,16,4,4
"42103","Pike",13.4265415549598,55809,23.9187250996016,24.0627345844504,18007.8,"Pike County",273.551642512077,14.2715068493151,3.89954337899543,35,23.1666666666667,15,0.0974833333333333,15,1,5,94.7,40113,40108,74.8,39301,78.5,36969,80.2,13815,99.9,32045,57.4,32044,59.8,31355,62.6,29435,63.9,10005,76.3,12550,39.2,12550,40,12235,41.6,48.6,48.6,5549,55.5,4,4,4,4,4,4,4,4,4,4
"42105","Potter",4.23083109919571,16526,25.4462151394422,25.6223860589812,19151.6,"Potter County",356.764063926941,18.5369863013699,3.91324200913242,5,9.2,0,0.13798,7,1,5,94.7,6565,6565,41.8,6478,45,6202,47,2617,64.7,6157,37.3,6157,39.2,6037,41.9,5781,43.9,2330,57.6,2671,43.4,2671,44.2,2635,45.6,53.5,53.5,1407,60.4,6,6,7,7,7,6,6,7,7,7
"42107","Schuylkill",46.0400804289544,141359,32.2747675962815,32.562600536193,24304.8,"Schuylkill County",352.1424,17.5793607305936,3.8675799086758,35,22.075,15,0.128135,15,0.55,2.75,94.7,105098,100712,74.9,104433,84.4,99924,88,36747,100,84722,59.9,84720,63,82921,67,78829,69.4,27030,92.2,39672,46.8,39668,47.8,38927,49.4,59.9,59.9,17055,66.9,8,8,8,8,8,8,8,8,8,8
"42109","Snyder",10.838471849866,40372,26.6119521912351,26.8502680965147,20036.2,"Snyder County",338.563652968037,12.8812785388128,3.81278538812785,7,5.125,0,0.0924375,7,0.5,2.5,94.7,22504,21085,55.2,22317,63.5,21391,66.8,8123,99.9,17409,43.1,17409,45.6,17404,49.6,16605,51.9,6341,80.4,8941,51.4,8940,52.4,8716,53.7,63.8,63.8,4124,72,3,3,3,4,4,7,7,3,8,8
"42111","Somerset",25.0111260053619,73447,33.7428950863214,34.0532171581769,25406.1,"Somerset County",367.543980099503,11.2570776255708,3.8310502283105,35,22.9047619047619,15,0.131861904761905,15,0.80952380952381,4.04761904761905,94.7,41240,41074,58.6,41052,63,39746,65.8,16315,96.7,35269,48,35268,50.3,34785,53.4,33592,55.6,12760,75.6,17228,48.9,17227,49.5,17033,50.7,58.1,58.1,8017,63.8,7,8,8,8,8,7,8,8,8,8
"42113","Sullivan",1.39919571045576,6066,22.9268260292165,23.1445040214477,17260.1,"Sullivan County",268.77238317757,8.02296803652968,3.65753424657534,5,8.5,0,0.12665,7,1,5,94.7,4487,4444,75.4,4470,78.7,4391,80.9,2208,99.9,3232,53.3,3232,54.8,3191,56.2,3116,57.4,1431,81.3,1666,51.5,1665,52.2,1649,52.9,59,59,950,66.4,8,8,8,8,8,8,8,8,8,8
"42115","Susquehanna",10.3348525469169,40328,25.4405046480744,25.6336461126005,19152.9,"Susquehanna County",364.066650943396,18.4412328767123,3.87671232876712,27,22.5454545454545,15,0.1199,7,1,5,94.7,22207,22203,57.7,21719,61,20661,62.8,8240,84.1,18616,46.2,18616,48.4,18215,51.2,17316,52.6,6632,67.7,8808,47.3,8808,48.4,8648,49.9,57.7,57.7,4186,63.6,3,3,4,4,3,7,7,4,8,7
"42117","Tioga",10.6580428954424,40591,26.0915006640106,26.2758713136729,19644.7,"Tioga County",372.566210045662,15.563196347032,3.85388127853881,20,12.8,0,0.12967,15,1,5,94.7,20991,20989,54.6,20663,58.5,19684,60.5,8304,90.7,18652,46,18652,48.5,18218,51.6,17293,53.2,6825,74.5,8487,45.5,8486,46.6,8318,48.1,56.2,56.2,4323,63.3,7,7,8,8,8,7,7,8,8,8
"42119","Union",15.6351206434316,44923,34.4924302788845,34.8077747989276,25973.3,"Union County",325.118695652174,11.2091324200913,3.87214611872146,30,18.7,15,0.08202,15,0.3,1.5,94.7,30524,29496,68.9,30090,75.4,28717,77.6,9236,100,25647,57.1,25645,59.9,25274,63.3,24085,65.1,7669,91.9,13105,51.1,13105,52.6,12749,53.9,66.9,66.9,5164,74.9,8,8,8,8,8,8,8,8,8,8
"42121","Venango",15.045308310992,50668,29.4249667994688,29.6977211796247,22158,"Venango County",421.333878504673,16.9880365296804,3.82191780821918,27,16.0625,7,0.14155,15,1,5,94.7,26231,26230,54.3,25909,58.2,24816,60.5,9546,81.6,23013,45.4,23013,47.7,22590,50.8,21516,52.5,7890,67.4,10642,46.2,10641,47.1,10479,48.7,58.2,58.2,5154,65.3,7,7,8,8,7,7,7,8,8,7
"42123","Warren",9.78337801608579,39191,24.7681274900398,24.972654155496,18644.6,"Warren County",371.555844748858,20.4533333333333,3.88584474885845,20,13.7692307692308,0,0.123746153846154,15,1,5,94.7,23748,23629,63.7,23614,69,22658,71.6,9365,99.9,19209,49,19209,51.7,18813,55,17970,56.8,6894,74.8,8919,46.4,8919,47.4,8767,48.8,56.8,56.8,4273,62,3,4,4,4,4,7,8,4,8,8
"42125","Washington",67.8911528150134,206865,32.5419654714475,32.8206434316354,24501.5,"Washington County",354.194404145078,14.5427853881279,3.87214611872146,35,18.8474576271186,15,0.118301694915254,15,0.101694915254237,0.508474576271186,94.7,170965,165978,84.4,169073,93.5,161049,96.6,60352,100,131184,63.4,131183,66.7,126714,70.1,119698,71.8,39736,91.3,60333,46,60330,47.6,58826,49.1,58.9,58.9,25784,66.6,4,4,4,4,4,4,4,4,4,4
"42127","Wayne",13.4966487935657,51361,26.0572377158035,26.2802949061662,19625.8,"Wayne County",322.127047619048,13.7582648401826,3.89954337899543,35,23.0714285714286,15,0.110471428571429,15,1,5,94.7,38066,37417,75.9,37664,81.7,35838,83.4,13583,99.9,31026,60.4,31019,62.9,30551,66.3,29025,67.5,10301,81.6,14323,46.2,14323,47.3,13994,48.7,57.7,57.7,6211,63.9,8,8,8,8,8,8,8,8,8,8
"42129","Westmoreland",106.505495978552,348899,30.260823373174,30.5258713136729,22785.4,"Westmoreland County",331.970891089109,13.419497716895,3.83561643835616,30,19.15,15,0.118243,15,0.06,0.3,94.7,251264,246134,73.8,248851,80.6,237777,83.3,94868,100,200068,57.3,200055,60,195383,63.3,185500,65,67331,82.9,92092,46,92084,47.1,90013,48.5,57,57,41879,63.8,4,4,4,4,4,4,4,4,4,4
"42131","Wyoming",6.77024128686327,26794,25.064807436919,25.2789544235925,18873.6,"Wyoming County",329.171226415094,17.6023287671233,3.77625570776256,27,21.2857142857143,15,0.106271428571429,7,0.857142857142857,4.28571428571429,94.7,19441,19124,75.1,19281,82,18324,84.8,6934,99.9,15951,59.5,15951,62.6,15592,66.3,14718,68.2,5222,89.1,7505,47.1,7505,48.1,7330,49.8,60,60,3405,67.2,4,4,4,4,4,4,4,4,4,4
"42133","York",158.535388739946,449058,34.9864541832669,35.3042895442359,26346.3,"York County",323.534784946237,17.2207762557078,3.83561643835616,30,18.6888888888889,15,0.116902222222222,15,0.133333333333333,0.666666666666667,94.7,307787,302029,71.3,305361,79.3,288715,82.4,96190,100,263314,58.6,263309,62.2,255858,66.4,240364,68.6,76304,94.6,121146,46,121136,47.3,117745,49,60.3,60.3,49895,69.4,8,8,8,8,8,4,4,8,4,4
